sport,event,year,athlete_id,country_id,medal
Track and Field,Men's High Jump,2016-01-01,30097,34,Gold
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,30138,152,
Track and Field,Men's Hammer Throw,2016-01-01,30141,73,
Track and Field,Women's Marathon,2016-01-01,30144,146,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,30228,26,
Track and Field,Women's Shot Put,2016-01-01,30268,18,
Track and Field,Men's Decathlon,2016-01-01,30269,11,
Track and Field,Women's Marathon,2016-01-01,30336,34,
Track and Field,Women's Shot Put,2016-01-01,30357,39,
Track and Field,Men's Decathlon,2016-01-01,30379,162,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,30482,167,
Track and Field,Men's 20 kilometres Walk,2016-01-01,30644,34,
Track and Field,Men's 50 kilometres Walk,2016-01-01,30644,34,
Track and Field,Men's 400 metres,2016-01-01,30661,93,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,30661,93,Silver
Track and Field,Men's Marathon,2016-01-01,30717,40,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,30788,173,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,30788,173,
Track and Field,Men's Triple Jump,2016-01-01,30802,55,
Track and Field,Women's High Jump,2016-01-01,30873,198,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,30894,67,
Track and Field,Women's 100 metres Hurdles,2016-01-01,30902,71,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,31012,195,Bronze
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,31012,195,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,31012,195,Gold
Track and Field,Women's 20 kilometres Walk,2016-01-01,31054,146,
Track and Field,Men's Decathlon,2016-01-01,31205,195,Gold
Track and Field,Women's Javelin Throw,2016-01-01,31266,94,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,31330,12,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,31330,12,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,31330,12,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,31330,12,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,31354,92,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,31354,92,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,31354,92,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,31354,92,
Gymnastics,Gymnastics Men's Rings,2016-01-01,31354,92,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,31354,92,
Track and Field,"Men's 5,000 metres",2016-01-01,31452,63,
Track and Field,Men's 200 metres,2016-01-01,31468,141,
Track and Field,Men's 100 metres,2016-01-01,31629,134,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,31634,94,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,31634,94,Bronze
Track and Field,Women's Triple Jump,2016-01-01,31885,96,
Track and Field,"Men's 10,000 metres",2016-01-01,31902,15,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,31915,58,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,31936,125,
Track and Field,Men's 800 metres,2016-01-01,32000,125,
Track and Field,Men's Marathon,2016-01-01,32020,125,
Track and Field,"Men's 1,500 metres",2016-01-01,32033,125,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,32039,58,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,32039,58,
Track and Field,Men's 100 metres,2016-01-01,32093,118,
Track and Field,Men's Hammer Throw,2016-01-01,32160,149,
Track and Field,Women's 800 metres,2016-01-01,32168,58,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,32204,58,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,32204,58,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,32204,58,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,32204,58,
Track and Field,Women's Triple Jump,2016-01-01,32211,71,
Track and Field,Men's Shot Put,2016-01-01,32239,44,
Track and Field,Men's 100 metres,2016-01-01,32328,73,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,32328,73,
Track and Field,Men's 200 metres,2016-01-01,32357,17,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,32382,195,Gold
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,32407,11,Gold
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,32407,11,Silver
Track and Field,Men's Shot Put,2016-01-01,32496,121,
Track and Field,Women's 100 metres,2016-01-01,32506,34,
Track and Field,Women's 200 metres,2016-01-01,32506,34,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,32506,34,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,32554,57,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,32554,57,
Track and Field,Men's 800 metres,2016-01-01,32679,90,
Track and Field,"Women's 1,500 metres",2016-01-01,32707,146,
Track and Field,Women's Heptathlon,2016-01-01,32710,73,Silver
Track and Field,Men's 800 metres,2016-01-01,32747,60,
Track and Field,Women's Triple Jump,2016-01-01,32779,195,
Track and Field,Men's 400 metres,2016-01-01,32786,134,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,32793,170,
Track and Field,Women's Marathon,2016-01-01,32833,84,
Track and Field,Women's Marathon,2016-01-01,32852,189,
Track and Field,Men's 200 metres,2016-01-01,32865,71,
Track and Field,Men's 50 kilometres Walk,2016-01-01,32886,11,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,32990,66,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,33079,195,Gold
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,33079,195,Gold
Track and Field,"Men's 5,000 metres",2016-01-01,33089,125,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,33120,42,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,33120,42,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,33120,42,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,33120,42,
Track and Field,Women's Marathon,2016-01-01,33151,15,
Track and Field,Men's Marathon,2016-01-01,33183,173,
Track and Field,Women's Shot Put,2016-01-01,33231,199,
Track and Field,Women's 100 metres,2016-01-01,33253,15,
Track and Field,Men's 400 metres,2016-01-01,33288,26,
Track and Field,Men's Marathon,2016-01-01,33311,61,
Track and Field,Men's Marathon,2016-01-01,33323,39,
Track and Field,Men's 800 metres,2016-01-01,33359,122,
Track and Field,Men's High Jump,2016-01-01,33377,94,
Track and Field,Men's Discus Throw,2016-01-01,33426,195,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,33431,11,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,33450,14,
Swimming,Swimming Women's 400 metres Freestyle,2016-01-01,33450,14,
Swimming,Swimming Women's 800 metres Freestyle,2016-01-01,33450,14,
Track and Field,Women's 800 metres,2016-01-01,33504,90,
Track and Field,Men's Triple Jump,2016-01-01,33537,147,
Track and Field,Women's 800 metres,2016-01-01,33575,19,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,33607,125,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,33657,67,
Track and Field,Women's 200 metres,2016-01-01,33686,93,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,33686,93,Silver
Track and Field,Men's Hammer Throw,2016-01-01,33827,146,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,33952,40,Bronze
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,33952,40,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,33952,40,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,33952,40,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,33997,141,
Track and Field,"Men's 5,000 metres",2016-01-01,34012,73,Gold
Track and Field,"Men's 10,000 metres",2016-01-01,34012,73,Gold
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,34048,15,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,34056,26,
Track and Field,Men's Javelin Throw,2016-01-01,34124,131,
Track and Field,"Men's 5,000 metres",2016-01-01,34153,73,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,34185,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,34185,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,34185,92,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,34185,92,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,34260,73,
Track and Field,Men's 50 kilometres Walk,2016-01-01,34389,146,
Track and Field,Women's 800 metres,2016-01-01,34427,67,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,34467,195,Gold
Track and Field,Women's 400 metres,2016-01-01,34551,195,Silver
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,34551,195,Gold
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,34551,195,Gold
Track and Field,Women's Heptathlon,2016-01-01,34552,148,
Track and Field,Women's Marathon,2016-01-01,34555,147,
Track and Field,Men's Decathlon,2016-01-01,34559,75,
Track and Field,Women's Discus Throw,2016-01-01,34605,40,
Track and Field,Women's 200 metres,2016-01-01,34707,14,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,34727,92,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,34727,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,34727,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,34727,92,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,34727,92,
Track and Field,Men's Discus Throw,2016-01-01,34833,50,
Track and Field,Men's 400 metres Hurdles,2016-01-01,34878,173,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,34928,92,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,34928,92,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,34928,92,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,34955,92,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,34955,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,34955,92,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,34955,92,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,34955,92,
Track and Field,"Men's 5,000 metres",2016-01-01,35213,173,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,35296,71,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,35296,71,
Track and Field,Men's 100 metres,2016-01-01,35303,186,
Track and Field,Men's 50 kilometres Walk,2016-01-01,35330,162,
Track and Field,Men's 50 kilometres Walk,2016-01-01,35332,162,
Track and Field,Men's Pole Vault,2016-01-01,35338,74,
Track and Field,Men's Discus Throw,2016-01-01,35426,195,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,35430,90,
Track and Field,Women's Hammer Throw,2016-01-01,35446,146,
Track and Field,"Women's 5,000 metres",2016-01-01,35473,168,
Track and Field,Women's Discus Throw,2016-01-01,35520,71,
Track and Field,Men's 100 metres,2016-01-01,35571,15,
Track and Field,Women's Marathon,2016-01-01,35592,121,
Track and Field,Women's Marathon,2016-01-01,35721,195,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,35815,22,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,35839,195,
Track and Field,Men's Triple Jump,2016-01-01,35883,130,
Track and Field,"Women's 10,000 metres",2016-01-01,35897,120,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,35936,92,
Track and Field,Men's Marathon,2016-01-01,35965,71,
Track and Field,Women's Heptathlon,2016-01-01,36005,193,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,36046,198,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,36046,198,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,36046,198,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,36046,198,
Gymnastics,Gymnastics Men's Rings,2016-01-01,36046,198,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,36046,198,
Track and Field,Women's Discus Throw,2016-01-01,36048,193,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,36063,84,
Track and Field,Women's 400 metres Hurdles,2016-01-01,36091,92,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,36091,92,
Track and Field,Women's 400 metres Hurdles,2016-01-01,36174,179,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,36184,186,
Track and Field,Men's Long Jump,2016-01-01,36204,93,
Track and Field,Men's 110 metres Hurdles,2016-01-01,36211,36,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,36212,93,Silver
Track and Field,Women's Hammer Throw,2016-01-01,36242,50,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,36331,72,
Track and Field,Men's Marathon,2016-01-01,36453,62,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,36494,178,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,36597,73,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,36597,73,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,36597,73,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,36597,73,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,36597,73,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,36627,26,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,36627,26,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,36637,92,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,36637,92,
Track and Field,Men's 400 metres,2016-01-01,36669,93,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,36669,93,Silver
Track and Field,Women's 400 metres,2016-01-01,36677,195,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,36677,195,Gold
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,36785,195,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,36785,195,Gold
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,36785,195,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,36868,11,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,36868,11,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,36868,11,
Track and Field,Women's 100 metres,2016-01-01,36870,93,Bronze
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,36870,93,Silver
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,36893,26,
Track and Field,Men's Long Jump,2016-01-01,36902,11,
Track and Field,Women's High Jump,2016-01-01,36929,7,
Track and Field,Men's Decathlon,2016-01-01,37036,71,
Track and Field,"Women's 1,500 metres",2016-01-01,37060,147,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,37090,195,
Swimming,Swimming Women's 400 metres Freestyle,2016-01-01,37225,53,
Swimming,Swimming Women's 800 metres Freestyle,2016-01-01,37225,53,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,37308,193,
Track and Field,Men's Javelin Throw,2016-01-01,37378,52,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,37402,40,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,37402,40,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,37482,94,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,37482,94,
Track and Field,Men's 200 metres,2016-01-01,37489,94,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,37490,94,
Track and Field,Men's 20 kilometres Walk,2016-01-01,37517,94,
Track and Field,Women's Marathon,2016-01-01,37579,94,
Track and Field,Women's 200 metres,2016-01-01,37580,94,
Track and Field,Men's Javelin Throw,2016-01-01,37654,195,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,37655,117,
Track and Field,Men's Discus Throw,2016-01-01,37697,124,
Track and Field,Men's Shot Put,2016-01-01,37878,151,
Track and Field,Women's 100 metres,2016-01-01,37946,14,
Track and Field,Women's 200 metres,2016-01-01,37946,14,
Track and Field,Men's 800 metres,2016-01-01,37966,31,
Track and Field,Men's Marathon,2016-01-01,37987,54,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,37990,67,
Track and Field,Women's 20 kilometres Walk,2016-01-01,38054,166,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,38113,173,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,38113,173,
Track and Field,Women's Discus Throw,2016-01-01,38115,39,
Track and Field,Men's 200 metres,2016-01-01,38188,92,
Track and Field,Men's 400 metres,2016-01-01,38188,92,
Track and Field,Women's 20 kilometres Walk,2016-01-01,38199,42,
Track and Field,Women's Shot Put,2016-01-01,38214,71,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,38239,50,
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,38260,113,
Track and Field,Women's 200 metres,2016-01-01,38291,50,
Track and Field,Men's Long Jump,2016-01-01,38424,40,
Track and Field,Women's Shot Put,2016-01-01,38427,40,
Track and Field,Women's 200 metres,2016-01-01,38553,173,
Track and Field,Men's 50 kilometres Walk,2016-01-01,38594,173,
Track and Field,Men's Marathon,2016-01-01,38612,77,
Track and Field,Women's 20 kilometres Walk,2016-01-01,38628,144,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,38704,148,
Track and Field,Men's Decathlon,2016-01-01,38715,50,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,38727,178,
Track and Field,Men's 400 metres,2016-01-01,38753,14,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,38753,14,Bronze
Track and Field,Women's 100 metres,2016-01-01,38761,195,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,38761,195,Gold
Track and Field,"Women's 1,500 metres",2016-01-01,38935,15,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,38957,80,
Track and Field,Men's 400 metres Hurdles,2016-01-01,38964,50,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,39002,131,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,39002,131,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,39004,67,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,39004,67,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,39004,67,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,39004,67,
Track and Field,Men's 20 kilometres Walk,2016-01-01,39030,97,
Track and Field,Men's 100 metres,2016-01-01,39035,195,Silver
Track and Field,Men's 200 metres,2016-01-01,39035,195,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,39035,195,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,39191,195,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,39213,67,
Track and Field,Men's 50 kilometres Walk,2016-01-01,39253,52,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,39257,40,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,39275,9,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,39275,9,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,39275,9,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,39275,9,
Track and Field,"Women's 10,000 metres",2016-01-01,39279,173,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,39284,140,
Track and Field,"Men's 1,500 metres",2016-01-01,39286,63,
Track and Field,"Men's 5,000 metres",2016-01-01,39288,63,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,39289,63,
Track and Field,"Men's 5,000 metres",2016-01-01,39290,63,Bronze
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,39335,2,
